"Story","Title","Result","Date","Stability","Duration (s)"
"Home Page","TCHP-01 - Search news with correct input","SUCCESS","2023-12-23T02:21:47.1944185+07:00[Asia/Bangkok]","0.0","7.97"
"Home Page","TCHP-02 - Search news with random input","SUCCESS","2023-12-23T02:21:55.8675574+07:00[Asia/Bangkok]","0.0","7.87"
